text_clean,sentiment_label,sentiment_stars,region,platform,zone
They were each $20-$25 🙃,negativo,1,US,instagram,US
@hiladailythrift aren’t they usually like $50-$100,negativo,1,US,instagram,US
@jadeisdaryl brand new yes! But this was at the thrift,neutro,3,US,instagram,US
@jadeisdaryl in Ontario there’s no leggings there less than $120,negativo,1,US,instagram,US
@jadeisdaryl right lol I thinkusually cLose to $100. I’d be buying 4-5 for price of one and washing them! You don’t even need to try them on if you know your lulu size lol. Idk I guess I don’t get it.,negativo,1,US,instagram,US
@james.goddard8 omg that's why Trudeau left 🤣,negativo,1,US,instagram,US
Nun wrong with it 👏🔥,negativo,1,US,instagram,US
@james.goddard8 lululemon is Canadian 🤣,negativo,1,US,instagram,US
You have to remove them otherwise they can turn you into a mummified human,negativo,1,US,instagram,US
"if i dont rip it off, it comes off in the wash anyways",neutro,3,US,instagram,US
#whyisthissotrue😂😂😩😩,positivo,5,US,instagram,US
I hate tags in clothes,negativo,1,US,instagram,US
Where do you find size in tops?,neutro,3,US,instagram,US
then you can’t return it,negativo,1,US,instagram,US
Tags off on everything from everywhere!,negativo,1,US,instagram,US
same i love taking off the tag💕,positivo,5,US,instagram,US
Me every time I get new clothes,positivo,5,US,instagram,US
Watch the internet will find her lmao. Post photos of her in These exact color shorts.,positivo,5,US,instagram,US
Personally I tried to wear leggings to the gym once without underwear… running on a treadmill is not comfortable… never again 😝,negativo,1,US,instagram,US
Would not investigate 🤢🤢🤢 so gross!,negativo,1,US,instagram,US
The cooter stretch on all of those 💀💀,negativo,2,US,instagram,US
I have a lot of Lululemon stuff from when I was a size 00/0 :(,neutro,3,US,instagram,US
"People are so gross. Like, wash your ish before you donate. It's not that difficult.",negativo,2,US,instagram,US
Learned my lesson the hard way🧐 brought home a pair of men's pants from Goodwill to resell.. complete with skidmarks 💩🤢,positivo,5,US,instagram,US
Aaahhhh buy them alllll!!,negativo,1,US,instagram,US
"Love everything and the shoes , can I get links please 🔗",positivo,5,US,instagram,US
Are shoes from Lululemon as well?,neutro,3,US,instagram,US
That ITG is top tier 🔥,positivo,5,US,instagram,US
Re-enlisting in the most random places is one of the best things to be allowed honestly 😂,positivo,5,US,instagram,US
You know what? Rah.,negativo,1,US,instagram,US
Is that my boy Vallence in the middle?!?!,negativo,2,US,instagram,US
I know that truck has been thru hell. I know personally,positivo,5,US,instagram,US
Where's the rank on his cover?,negativo,1,US,instagram,US
caleb kirk huh? awfully close to someone i know,negativo,2,US,instagram,US
"the way my bearing works, I would have been dying 😂",positivo,4,US,instagram,US
Ngl. Dope as hell,negativo,1,US,instagram,US
This vid blew up haha,negativo,1,US,instagram,US
I would hate this person at my gym button —>,negativo,1,US,instagram,US
Love the outfit and color! What top is that?,positivo,5,US,instagram,US
All I can see is fungal,positivo,4,US,instagram,US
More trash ass content from the ladies.,negativo,1,US,instagram,US
Ouch 🔥can confirm these suck👏 in the best way,positivo,5,US,instagram,US
Ain't nobody wanna be seeing them nasty 🤢 feet,negativo,1,US,instagram,US
You need more calories,neutro,3,US,instagram,US
And go out Hot please and dont come back,negativo,1,US,instagram,US
let me just cut thru the insta negative bullshit their is nothing in the slightest wrong w this video 😝🙏,negativo,1,US,instagram,US
omg literally THIS,negativo,1,US,instagram,US
"Same. So, what race are we signing up for next?",neutro,3,US,instagram,US
@meganbrookfield_ you in a nutshell,positivo,5,US,instagram,US
@hespittal let’s sign up for a 10k,negativo,1,US,instagram,US
And that’s what we call growth,positivo,5,US,instagram,US
@amys_sleeve_journey 😂,positivo,5,US,instagram,US
Simply Fabulicious 🕊️,negativo,1,US,instagram,US
I already got it and I love it,positivo,5,US,instagram,US
Obsessed!!!!😍🔥🔥🤎🤎🤎,positivo,5,US,instagram,US
Which Chanel 25 do you have - size,positivo,5,US,instagram,US
"@semper_staffy man if they could have done my re-enlistment on the main stage at the 9pm rush at platinum or silver dollar with “the lapdance is always better when the hooker is crying” blaring… surrounded by topless strippers. NGL, coulda had me 🤣",negativo,2,US,instagram,US
"Four more for the Corps and all it takes is some Platinum? Boy, i tell you what 😈😈😈",positivo,4,US,instagram,US
Did mine in front of the giant pile of trash in front of our barracks in Hansen 👌,positivo,5,US,instagram,US
@_acidbrains they’ve seen better days 😂,neutro,3,US,instagram,US
@_acidbrains lmaooo not the cooter stretch🤣🤣🤣🤣,negativo,1,US,instagram,US
@_acidbrains that’s because girls think they need to constantly have their giner and ass be eaten by their pants and shorts. It’s a gross look and I’m not sure how we got here,neutro,3,US,instagram,US
@___miszjenna if it don't go up my crack it looks and feels like I have a saggy butt.,negativo,2,US,instagram,US
@_acidbrains lmao I have no idea what a cooter stretch is but I’m curious,neutro,3,US,instagram,US
@grace2.0_______ who told you that babe- this is preppy everyone knows it as preppy so it is preppy,negativo,1,US,instagram,US
"@ladyveeri Girlie, this is vsco it's always been vsco.",positivo,5,US,instagram,US
"@lifeewcece More like 30 years ago and that's just preppy. It's been that way forever and it still is, what you guys call preppy is vsco",negativo,1,US,instagram,US
"@ceceeva_xx Well obviously girlie but that is and always will be preppy, your ""new preppy "" is still vsco",neutro,3,US,instagram,US
Need it all!! ❤️,positivo,5,US,instagram,US
What size you wear?,positivo,5,US,instagram,US
🤤🤤🤤Keep up the good work,positivo,4,US,instagram,US
It's funny you say that cuz it's also my favorite workout of the week,positivo,5,US,instagram,US
"Did you get a Carvel Ice cream cake? Our career counselor told me they don’t do that anymore when I was setting up my reenlistment. Then I said, well I guess I don’t want to reenlist anymore. He got the cake. I mean come on, it’s my choice of cake bro. Everyone wants to eat the ice cream cake. It wasn’t for me really it was to share with my shop.",negativo,1,US,instagram,US
Oh man I was expecting him to do a backflip!!!,negativo,1,US,instagram,US
HELL YEAH! THATS A TRUE KILLA RIGHT THERE! 😈,positivo,5,US,instagram,US
Thats fucking GREAT! I love it!,positivo,5,US,instagram,US
You know they're real marines from how dude was struggling reading that.,negativo,1,US,instagram,US
This made me audibly chuckle like a fat man,negativo,1,US,instagram,US
I see this and think back to when they offered to let me reenlist on top of Mt. Iwo Jima.,positivo,5,US,instagram,US
Would have been funnier if he saluted being lifted up and down,negativo,2,US,instagram,US
I reenlisted at a waffle house.,negativo,2,US,instagram,US
the guy lifting it smiling😂,positivo,5,US,instagram,US
Liftgate is low on hydraulic fluid bud…top it off lol,negativo,2,US,instagram,US
I would’ve been dying in silence 😂,negativo,1,US,instagram,US
Congratulations! (That stake bed never really worked right after a couple few range days.),negativo,1,US,instagram,US
"Hey kids, this is called narcissism.",negativo,1,US,instagram,US
Why no socks tho?,negativo,1,US,instagram,US
"Av bin going to gyms on an off for 20years, an never once needed to video myself in the gym, what's the need now, do people go home an rub themselves off to a video of themselves working out",positivo,5,US,instagram,US
I will never understand no shoes at gym,negativo,1,US,instagram,US
Disgusting barefoot in public spaces,negativo,1,US,instagram,US
"The yoga pants, not drawing enough looks……sports bra……not enough attention……shoes off……..getting there…….socks off - mission complete, people are looking at me 🤢",positivo,4,US,instagram,US
But why bare feet?,neutro,3,US,instagram,US
@kathevansfit I must know where this set is from. The cut is so flattering,negativo,1,US,instagram,US
I don't think it's working,negativo,2,US,instagram,US
The filming and feet is too much. We know you need attention but do it somewhere else,negativo,2,US,instagram,US
PUT THEM DAWGS AWAYYYYYYYY,negativo,1,US,instagram,US
Nice to know u support ice,positivo,5,US,instagram,US
Every single time!!!,positivo,5,US,instagram,US
They do this to reduce the resale.,positivo,4,US,instagram,US
but the washing instructions???,neutro,3,US,instagram,US
"as someone with sensory issues being able to easily rip off, a tag has always been the highlight of getting clothes, so i always appreciate easily ripped off tags",positivo,4,US,instagram,US
My fav thing to do,positivo,5,US,instagram,US
Me with IKEA but I cut them off,neutro,3,US,instagram,US
"It’s like having a CVS receipt attack the middle of your back, every time you put one of their shirts on.",neutro,3,US,instagram,US
The sound of heaven,positivo,5,US,instagram,US
LOLLL I was like hmm im wearing lulu shorts rn and I pull it and I’m like oops oh well LOLL,negativo,1,US,instagram,US
why are the tags so long?,neutro,3,US,instagram,US
Oh my goodness! My daughter will be 13 soon and LOVES their stuff: it’s sadly out of our price range—would you let me know when you resell any LuLu items?? She would flip! Thankful longtime follower of 3 boys and then our gal! ❤️❤️❤️❤️,positivo,5,US,instagram,US
I really need to know what he does for a living 😂,positivo,5,US,instagram,US
Lmao that first statement came out of my mouth for the last time in March 2017. 2nd statement was in April earlier this year and we just ran the race this past weekend 😂,negativo,1,US,instagram,US
@smith_c23 you 😂,positivo,5,US,instagram,US
@sinead_hanson not you. But me!! 😂,negativo,1,US,instagram,US
This shits pretty real life haha,negativo,1,US,instagram,US
So I’ve skipped the shots and have signed up alone 😢 it’s semi lonely sometimes but I’m so happy & feel soo full 🥰🏃🏽‍♀️,positivo,5,US,instagram,US
Motivate! Congratulations!,positivo,5,US,instagram,US
"congratulations Sgt, came across your video not even realizing it was you 😂",negativo,1,US,instagram,US
My opinion is that they are turning a ceremonial reenlistment into a joke….its akin to the videos of the male marines running around in their dress blue uniforms wearing makeup and acting over the top gay. What happened to respecting the uniform and acting like a professional? WTF is happening to my beloved Corps!!!,negativo,1,US,instagram,US
Imagine if the lift seized on the way down or up,negativo,1,US,instagram,US
Always get that one fucker who can't read to read the reenlistment.,negativo,1,US,instagram,US
Liftgate don’t even fucking work 🤣🤦🏻‍♂️,negativo,1,US,instagram,US
"I'm Hawaii, people did it all the time on the beach... Plenty in the water...",positivo,5,US,instagram,US
There’s 0 chance I would’ve kept my bearing,negativo,1,US,instagram,US
I hate tags they’re so itchy bro,negativo,1,US,instagram,US
What about the washing instructions?,negativo,2,US,instagram,US
Tags bigger than the items 😂,neutro,3,US,instagram,US
I had some last like 10 years feel guilty ripping it off,negativo,1,US,instagram,US
THE MOST ANNOYING 😤,negativo,1,US,instagram,US
@thriftwithme_chloe I should have inspected them 😂,negativo,1,US,instagram,US
@hiladailythrift ohhhh super worn?,neutro,3,US,instagram,US
@thriftwithme_chloe check out my last reel and it’ll make more sense 😂 trigger warning tho hahaha,positivo,5,US,instagram,US
